Gender,Contacted,Primary_Bank_Type,City_Category_B,City_Category_C,Employer_Category1_B,Employer_Category1_C,Source_Category_B,Source_Category_C,Source_Category_D,Source_Category_E,Source_Category_F,Source_Category_G,Age_Cat_Middle-Aged,Age_Cat_Old,Age_Cat_Young,Employer_Cat3_MSF,Employer_Cat3_MSME,Employer_Cat3_PVT,Employer_Cat3_VSF,Employer_Category2,Var1,Lead_Creation_Month,City_Code,Source,Monthly_Income,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,loan_period_months,emi_recal,EMI-Monthly_Income_Ratio,Income_loan_Ratio,IR_15-20,IR_20-25,IR_25+
0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,9,0.034821904,0.059790874,3800,0,46000,3,16.218,36,1622,0.426842105,0.923169218,1,0,0
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,4,7,-0.267721194,0.059790874,2300,0,20000,3,20,36,743,0.323043478,0.66314613,1,0,0
0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,8,0.034821904,0.059790874,2500,500,25000,5,20,60,662,0.4648,0.718840654,1,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,8,0.148587593,-0.279868749,1500,0,35000,5,18.4,60,896,0.597333333,1.677294859,1,0,0
1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,9,-0.267721194,0.059790874,2800,0,20000,5,18.65,60,515,0.183928571,0.51345761,1,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,7,7,-0.267721194,0.059790874,5000,1250,50000,4.4,16.55,52.8,1339,0.5178,0.731703218,1,0,0
0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,7,-0.267721194,0.059790874,2300,0,33000,5,24,60,949,0.412608696,1.031380068,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.148587593,0.059790874,10000,1500,100000,5,13.696,60,2311,0.3811,0.718840654,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,4,2,9,0.148587593,0.059790874,1800,0,27000,4,35.5,48,1060,0.588888889,1.11060881,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,10,10,0.148587593,0.059790874,23300,3400,80000,4.8,16.23,57.6,2008,0.232103004,0.248275658,1,0,0
0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10,9,0.148587593,0.059790874,6000,0,44000,5,15.494,60,1058,0.176333333,0.527149813,1,0,0
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,8,-0.267721194,-0.279868749,18100,14650,34000,4,16.87,48,979,0.863480663,0.139081766,1,0,0
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,7,0.148587593,-0.279868749,1700,600,11800,3.8,24.6,45.6,401,0.588823529,0.516976005,0,1,0
1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,2,0.148587593,0.059790874,3300,750,30000,4,13.99,48,820,0.475757576,0.673096248,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,3,-0.267721194,0.059790874,1200,230,10000,4,37,48,402,0.526666667,0.617004894,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,4,12,-0.267721194,0.059790874,2100,0,49000,5,18.85,60,1267,0.603333333,1.677294859,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,2,6,0.034821904,0.059790874,2250,0,31000,5,29.65,60,996,0.442666667,0.990402678,0,0,1
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,8,-0.267721194,0.059790874,2000,0,23000,2,18.65,24,1155,0.5775,0.90332108,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0.148587593,0.059790874,450,0,21000,4,31.5,48,775,1.722222222,3.455227409,0,0,1
1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,7,-0.267721194,0.059790874,3000,0,60000,5,15.75,60,1451,0.483666667,1.437681307,1,0,0
1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,7,1,-0.267721194,0.059790874,2670,0,20000,3,15.5,36,698,0.261423221,0.571249475,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,7,0.148587593,0.059790874,2100,500,14000,2,20,24,713,0.577619048,0.523664394,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,2,9,0.034821904,0.059790874,2000,0,28000,3,28.5,36,1166,0.583,1.067665269,0,0,1
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,2,8,-0.267721194,-0.279868749,1250,150,15000,4,33.4,48,570,0.576,0.888487048,0,0,1
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,8,-0.267721194,0.059790874,1650,0,26000,4,31.5,48,959,0.581212121,1.166700164,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,11,-0.267721194,0.059790874,1000,0,27000,4.8,18.95,57.6,717,0.717,1.952377705,1,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,10,4,-0.267721194,0.059790874,3100,0,48600,5,18.25,60,1241,0.400322581,1.126956638,1,0,0
1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,4,10,7,0.148587593,0.059790874,3800,0,46000,3,16.218,36,1622,0.426842105,0.923169218,1,0,0
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,8,0.034821904,-0.279868749,1400,0,32200,4.6,19.03,55.2,880,0.628571429,1.672997748,1,0,0
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,9,0.148587593,0.059790874,1400,0,21000,4,35.5,48,825,0.589285714,1.11060881,0,0,1
1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,8,-0.267721194,-0.279868749,10000,100,10000,2,17,24,494,0.0594,0.078549659,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,0.034821904,0.059790874,2194.7,0,10000,2,19.63,24,507,0.231011072,0.357906133,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,2,9,0.148587593,0.059790874,1900,0,20000,4,28.5,48,703,0.37,0.779374603,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,4,12,0.034821904,0.059790874,3500,0,60000,4,15.858,48,1696,0.484571429,1.269267211,1,0,0
1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,-0.267721194,0.059790874,2000,0,32000,4,18.15,48,943,0.4715,1.184649397,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,9,-0.267721194,0.059790874,900,500,9000,3.4,32.6,40.8,368,0.964444444,0.753654315,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,11,0.034821904,0.059790874,1500,340,10000,3.4,26.55,40.8,375,0.476666667,0.50243621,0,0,1
1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,9,-0.267721194,0.059790874,2500,1000,20000,5,20.47,60,535,0.614,0.575072523,0,1,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,10,7,0.148587593,-0.279868749,4000,0,20000,2,14.916,24,969,0.24225,0.392748295,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,0.148587593,0.059790874,2100,500,21000,4,19.65,48,635,0.54047619,0.740405873,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,2,8,0.034821904,0.059790874,1200,0,10000,4,31.08,48,366,0.305,0.617004894,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.148587593,0.059790874,8500,0,100000,5,13.99,60,2326,0.273647059,0.845694887,0,0,0
1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,9,0.148587593,0.059790874,3400,0,10000,2,15.51,24,487,0.143235294,0.231028409,1,0,0
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,0.148587593,0.059790874,1900,0,44000,5,18.4,60,1127,0.593157895,1.664683619,1,0,0
1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,7,-0.267721194,-0.279868749,1650,300,18000,3,21.95,36,687,0.598181818,0.831946963,0,1,0
1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4,10,9,0.148587593,0.059790874,10000,0,150000,4,14.85,48,4163,0.4163,1.11060881,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10,7,0.034821904,-0.279868749,3500,1200,50000,5,17.308,60,1251,0.700285714,1.02691522,1,0,0
0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,4,6,0.148587593,-0.279868749,2250,0,39000,5,28.5,60,1226,0.544888889,1.245990466,0,0,1
1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,4,1,0.148587593,0.059790874,2000,0,10000,1,19.65,12,925,0.4625,0.404530744,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,7,0.034821904,0.059790874,700,0,18800,4,31.5,48,693,0.99,1.988518631,0,0,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,8,0.148587593,-0.279868749,1400,0,21000,4,35.5,48,825,0.589285714,1.11060881,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,9,-0.267721194,0.059790874,1000,0,27000,4.8,18.95,57.6,717,0.717,1.952377705,1,0,0
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,9,-0.267721194,0.059790874,6100,1311,42000,3.4,15.278,40.8,1326,0.432295082,0.518909528,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,10,2,0.034821904,0.059790874,9000,0,100000,5,14.57,60,2356,0.261777778,0.798711837,0,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,10,8,0.148587593,0.059790874,5000,0,20000,2,14.036,24,961,0.1922,0.314198636,0,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,4,10,9,0.034821904,-0.279868749,3760,450,70000,5,15.796,60,1695,0.570478723,1.338267174,1,0,0
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,4,8,0.148587593,0.059790874,2260,0,28000,3,20,36,1041,0.460619469,0.944836521,1,0,0
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.148587593,0.059790874,4000,0,100000,5,19.05,60,2597,0.64925,1.797101634,1,0,0
1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,7,8,-0.267721194,0.059790874,5000,0,85000,4,14.334,48,2337,0.4674,1.258689985,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,2,0.034821904,0.059790874,10000,1500,50000,2,13.448,24,2388,0.3888,0.392748295,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,0.034821904,0.059790874,1900,0,30400,4,19.3,48,914,0.481052632,1.184649397,1,0,0
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,9,0.034821904,0.059790874,3700,0,50000,5,17,60,1243,0.335945946,0.971406289,1,0,0
1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,8,0.034821904,0.059790874,2255,0,20000,5,21.85,60,551,0.244345898,0.637552686,0,1,0
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,7,0.148587593,-0.279868749,4050,800,76000,5,14.146,60,1774,0.635555556,1.348935548,0,0,0
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,7,5,0.034821904,0.059790874,4716.1,0,73000,4,13.49,48,1976,0.418990267,1.146066215,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,9,-0.267721194,0.059790874,750,0,18800,4,31.5,48,693,0.924,1.855950722,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,5,-0.267721194,0.059790874,800,600,9000,3.4,32.6,40.8,368,1.21,0.847861104,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,6,-0.267721194,-0.279868749,1300,250,9400,2,33.4,24,542,0.609230769,0.567974458,0,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,10,8,0.034821904,0.059790874,6000,0,20000,2,13,24,951,0.1585,0.261832197,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,10,8,0.034821904,0.059790874,4800,100,80000,4,15.91,48,2264,0.4925,1.234009789,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,2,8,0.034821904,-0.279868749,1500,500,13000,4,18.25,48,384,0.589333333,0.64168509,1,0,0
0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,4,0,11,0.148587593,-0.279868749,1700,0,25000,4,35.5,48,982,0.577647059,1.088832167,0,0,1
1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,3,0.148587593,0.059790874,4500,0,40000,5,14.85,60,948,0.210666667,0.63896947,0,0,0
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,7,0.148587593,0.059790874,2000,400,10000,3,20,36,372,0.386,0.381309025,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,8,0.148587593,0.059790874,1700,0,27000,4,31.5,48,996,0.585882353,1.17593874,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,8,-0.267721194,0.059790874,1920,0,32000,4,18.28,48,945,0.4921875,1.234009789,1,0,0
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,9,-0.267721194,0.059790874,1000,0,27000,4.8,18.95,57.6,717,0.717,1.952377705,1,0,0
1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,6,-0.267721194,0.059790874,1500,0,30000,5,20,60,795,0.53,1.437681307,1,0,0
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,7,0.148587593,-0.279868749,2000,0,29000,5,20,60,768,0.384,1.042318948,1,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,10,0.148587593,0.059790874,3300,900,20000,4,15.396,48,561,0.442727273,0.448730832,1,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,2,9,-0.267721194,0.059790874,1550,0,10000,3,18.25,36,363,0.234193548,0.492011645,1,0,0
1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,4,4,12,0.148587593,0.059790874,2300,0,33000,5,16.75,60,816,0.354782609,1.031380068,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,7,0.148587593,0.059790874,4100,0,100000,5,15.25,60,2392,0.583414634,1.753269887,1,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,12,0.034821904,0.059790874,1550,800,14200,4.6,19.3,55.2,390,0.767741935,0.666383395,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,7,9,0.148587593,0.059790874,2500,0,60000,5,15.798,60,1453,0.5812,1.725217569,1,0,0
1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,10,8,0.034821904,0.059790874,3600,0,20000,1,15.35,12,1808,0.502222222,0.449478605,1,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,4,0.148587593,-0.279868749,1100,0,19600,5,28.3,60,614,0.558181818,1.280843347,0,0,1
1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,4,2,8,-0.267721194,0.059790874,1200,0,18000,4,35.5,48,707,0.589166667,1.11060881,0,0,1
1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,7,8,0.148587593,0.059790874,3050,1000,20000,5,16.75,60,494,0.489836066,0.47137092,1,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,7,-0.267721194,0.059790874,950,250,6600,3.6,37,43.2,279,0.556842105,0.520505203,0,0,1
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,8,0.034821904,0.059790874,1000,0,27000,4.8,18.95,57.6,717,0.717,1.952377705,1,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,10,8,0.148587593,-0.279868749,5000,0,132000,5,20,60,3497,0.6994,1.897739326,1,0,0
1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,4,8,0.148587593,-0.279868749,2300,0,39000,4,16.75,48,1120,0.486956522,1.255470829,1,0,0
1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,10,0.148587593,0.059790874,3300,244.7,40000,4,16,48,1134,0.417787879,0.897461665,1,0,0
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,10,8,0.034821904,-0.279868749,6000,0,10000,2,13.99,24,480,0.08,0.130916098,0,0,0
1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4,2,9,-0.267721194,0.059790874,2077,624.5,20000,5,19.65,60,526,0.553923929,0.692191289,1,0,0
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,4,0.148587593,0.059790874,10000,0,100000,4,14.32,48,2749,0.2749,0.740405873,0,0,0
1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,10,1,-0.267721194,0.059790874,12500,3100,70000,5,14,60,1629,0.37832,0.402550766,0,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,10,7,0.148587593,-0.279868749,2700,0,50000,5,19,60,1297,0.48037037,1.331186396,1,0,0
0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,7,8,0.148587593,0.059790874,3350,1340,30000,5,16.63,60,740,0.620895522,0.643737899,1,0,0
1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,11,0.148587593,0.059790874,1500,0,24000,4,31.5,48,885,0.59,1.184649397,0,0,1
1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,5,-0.267721194,0.059790874,1650,0,37000,5,20,60,980,0.593939394,1.611945708,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,0.148587593,0.059790874,1500,0,24000,4,31.5,48,885,0.59,1.184649397,0,0,1
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,12,0.034821904,-0.279868749,3400,0,30000,2,19.248,24,1516,0.445882353,0.693085227,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10,7,0.034821904,0.059790874,4400,0,20000,3,13,36,674,0.153181818,0.346644568,0,0,0
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,9,0.034821904,0.059790874,2550,500,30000,5,18.15,60,764,0.495686275,0.845694887,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.034821904,0.059790874,4000,0,50000,3,14.93,36,1732,0.433,0.953272562,0,0,0
1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,4,0.148587593,0.059790874,6000,725.6,100000,5,14.398,60,2348,0.512266667,1.198067756,0,0,0
1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,4,7,3,-0.267721194,0.059790874,3000,0,45000,5,14.85,60,1067,0.355666667,1.07826098,0,0,0
1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,-0.267721194,0.059790874,2320,800,10000,3,31.5,36,433,0.531465517,0.328714676,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,8,0.148587593,0.059790874,1800,0,10000,3,32.6,36,439,0.243888889,0.423676694,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,8,0.148587593,0.059790874,1800,1100,14800,5,18.98,60,384,0.824444444,0.59104676,1,0,0
1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,9,-0.267721194,0.059790874,2000,0,32000,4,31.5,48,1180,0.59,1.184649397,0,0,1
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,7,9,-0.267721194,0.059790874,5250,750,50000,4,17,48,1443,0.417714286,0.705148451,1,0,0
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,10,8,0.148587593,0.059790874,6330,0,50000,4,14.85,48,1388,0.219273302,0.584838762,0,0,0
0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,4,8,-0.267721194,0.059790874,3200,0,62000,5,15.5,60,1491,0.4659375,1.392753766,1,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,4,-0.267721194,-0.279868749,1500,1200,14200,4.8,20.68,57.6,391,1.060666667,0.684537368,0,1,0
1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,4,9,-0.267721194,0.059790874,3003,0,54000,4,13.99,48,1475,0.491175491,1.331399173,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,7,0.034821904,0.059790874,2500,0,20000,5,19,60,519,0.2076,0.575072523,1,0,0
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10,11,0.148587593,0.059790874,10000,0,30000,5,14.98,60,713,0.0713,0.215652196,0,0,0
1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,7,11,-0.267721194,0.059790874,3700,1200,50000,5,18.51,60,1284,0.671351351,0.971406289,1,0,0
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,2,9,-0.267721194,0.059790874,1500,0,20000,4,32.7,48,752,0.501333333,0.987207831,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,4,11,0.148587593,-0.279868749,2400,0,50000,5,18.19,60,1275,0.53125,1.497584695,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,2,7,0.034821904,0.059790874,1600,500,12800,3.8,19.65,45.6,401,0.563125,0.595836751,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,10,7,-0.267721194,0.059790874,2800,280,28600,2.8,18.2,33.6,1093,0.490357143,0.783578528,1,0,0
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,3,0.034821904,0.059790874,3420,1500,15000,3.2,16.948,38.4,509,0.587426901,0.332510059,1,0,0
1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,4,4,7,-0.267721194,-0.279868749,2000,0,29000,5,16.75,60,717,0.3585,1.042318948,1,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,8,0.148587593,0.059790874,2000,0,20000,2,18.25,24,1001,0.5005,0.785496591,1,0,0
1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,4,7,10,-0.267721194,0.059790874,2700,200,30000,4,17.1,48,867,0.395185185,0.822673193,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,7,8,0.148587593,0.059790874,3000,0,56000,4.2,16.146,50.4,1537,0.512333333,1.373944476,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,9,-0.267721194,0.059790874,1100,0,19600,5,28.3,60,614,0.558181818,1.280843347,0,0,1
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,7,0.034821904,0.059790874,1300,0,19000,4,35.5,48,746,0.573846154,1.082131661,0,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,7,7,-0.267721194,-0.279868749,3360,0,88000,5,20,60,2331,0.69375,1.882677902,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,9,0.148587593,0.059790874,1300,0,10000,3,30.75,36,429,0.33,0.586629269,0,0,1
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,11,0.034821904,0.059790874,2050,300,28000,4.8,18.05,57.6,730,0.502439024,0.987652678,1,0,0
1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,6,-0.267721194,-0.279868749,2200,0,35000,5,20,60,927,0.421363636,1.143610131,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,2,9,0.034821904,0.059790874,2200,0,37000,4,17.86,48,1084,0.492727273,1.24522806,1,0,0
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,10,0.148587593,0.059790874,1400,350,10000,3.4,28.5,40.8,385,0.525,0.538324511,0,0,1
0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,7,-0.267721194,0.059790874,1300,370,8800,3.2,31.05,38.4,364,0.564615385,0.513190909,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7,8,0.148587593,0.059790874,20000,0,120000,4,14.85,48,3331,0.16655,0.444243524,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,10,9,0.034821904,0.059790874,4300,0,50000,2,17.22,24,2477,0.576046512,0.913368129,1,0,0
1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,4,7,8,0.034821904,-0.279868749,2779.1,0,48000,4,15.144,48,1339,0.481810658,1.278812634,1,0,0
0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,7,9,0.034821904,0.059790874,5400,0,93000,4,13,48,2495,0.462037037,1.275143448,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,9,0.148587593,0.059790874,1270,0,17600,4,36.1,48,698,0.549606299,1.026074281,0,0,1
